E1AE11357A540D22EB14F2B3A61C4FB5,CA071148C52292FB5132DC6827FB57DD,2013-01-20 05:19:38,2013-01-20 05:54:27,2088,11.80,-73.943626,40.823616,-73.992905,40.688553,CRD,38.50,0.50,0.50,9.87,0.00,49.37
A08A83664306C700B45E2801B09977D8,DF0BF78A78A74E57813873085CEAA275,2013-01-20 05:37:15,2013-01-20 05:55:43,1108,6.60,-73.983902,40.754696,-73.879776,40.740810,CRD,21.00,0.50,0.50,4.40,0.00,26.40
3D89BD26B8DCB672D0D92972336D0CB9,666F337BA15234C384F5AEFD4C747411,2013-01-20 05:54:09,2013-01-20 05:56:16,127,0.80,-73.988632,40.748482,-73.987251,40.754623,CRD,4.50,0.50,0.50,1.37,0.00,6.87
3EB2391720BCE59C9B8BEC5899A4461E,6A55D8EC9EB2F896DE5CB9A7858D5880,2013-01-20 05:47:43,2013-01-20 06:00:34,770,4.00,-73.923508,40.743923,-73.954880,40.780056,CRD,15.00,0.50,0.50,2.00,0.00,18.00
25CEFBB387AD2D49A2698F621D2DF382,D3BA95969F0F64D90291C23DCA94B876,2013-01-20 05:55:15,2013-01-20 06:03:45,509,1.40,-73.967453,40.760284,-73.982643,40.771580,CRD,8.00,0.50,0.50,1.00,0.00,10.00
5A9D2D282294D7BFF145459E95A654C3,CAFD5BE23648E4AC9970E869BC160E0C,2013-01-20 06:04:09,2013-01-20 06:07:24,194,0.50,-73.981300,40.733414,-73.990181,40.736897,CRD,4.50,0.00,0.50,1.00,0.00,6.00
EEE7D39847B7C706D1ADB2C3EA5E2C09,0B69A364FE0C5569DD661591D4846006,2013-01-20 06:06:31,2013-01-20 06:09:39,188,0.80,-73.880302,40.735859,-73.890785,40.728142,CRD,7.00,0.00,0.00,3.00,0.00,10.00
20CBD25F8B6A2BC5FB370CD643512FA0,3E8BCF533CFFB4EFAE67134DD8C5EBF5,2013-01-20 06:08:00,2013-01-20 06:10:28,147,0.50,-73.998169,40.687382,-73.993324,40.692425,CRD,4.00,0.00,0.50,0.90,0.00,5.40
5ADF17597201A368118495357EED9F3A,42FFD4341467F49AF3EA22E49403A07A,2013-01-20 06:00:14,2013-01-20 06:11:53,699,2.60,-73.993210,40.762928,-73.961433,40.761753,CRD,11.00,0.00,0.50,2.30,0.00,13.80
1E43DB9A884AF333DBCABD73C70D0DB4,59A281677AD338FA9662AD8EE81C4E00,2013-01-20 06:04:38,2013-01-20 06:13:52,554,2.10,0.000000,0.000000,0.000000,0.000000,CRD,9.00,0.00,0.50,1.90,0.00,11.40
3581B4A22292DCA8647587AAB7D7E152,510C95A0905404DE6737578ADC7436CF,2013-01-20 06:18:29,2013-01-20 06:24:11,341,0.90,-73.986778,40.734383,-74.000168,40.739719,CRD,6.00,0.00,0.50,1.30,0.00,7.80
6B02E347CE42305A08BEE1724528125F,E9639E01AEDF1D9ECF01CC3647828950,2013-01-20 06:24:42,2013-01-20 06:28:15,212,1.30,-73.993347,40.742165,-73.978195,40.752106,CRD,6.00,0.00,0.50,1.30,0.00,7.80
82B5B1F467D680FBF7D148404AB63107,7383A1EC7CCA0FA5AD219F51326F6399,2013-01-20 06:16:52,2013-01-20 06:28:34,701,2.90,0.000000,0.000000,0.000000,0.000000,CRD,12.00,0.00,0.50,2.50,0.00,15.00
